sys,arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem_size,mem_type,mem_clock,num_cpus,PS,runtime,bus_speed
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,5,35000,10246.36,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,6,35000,10192.52,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,7,35000,9975.44,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,8,35000,9941.28,4096
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,1,35000,21406.92,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,2,35000,16325.6,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,3,35000,15420.08,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,4,35000,15058.4,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,5,35000,14337.36,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,6,35000,14006.48,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,7,35000,13403.08,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,8,35000,13787.44,32768
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,1,35000,19453.48,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,2,35000,12893.76,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,3,35000,16431.68,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,4,35000,19509.04,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,5,35000,10246.36,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,6,35000,10192.52,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,7,35000,9975.44,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,8,35000,9941.28,4096
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,1,35000,19453.48,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,2,35000,12893.76,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,3,35000,16431.68,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,4,35000,19509.04,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,5,35000,10246.36,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,6,35000,10192.52,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,7,35000,9975.44,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,8,35000,9941.28,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,1,35000,19453.48,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,2,35000,12893.76,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,3,35000,16431.68,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,4,35000,19509.04,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,5,35000,10246.36,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,6,35000,10192.52,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,7,35000,9975.44,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,8,35000,9941.28,1024
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,1,35000,19453.48,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,2,35000,12893.76,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,3,35000,16431.68,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,4,35000,19509.04,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,5,35000,10246.36,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,6,35000,10192.52,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,7,35000,9975.44,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,8,35000,9941.28,4096
ceptraining_student,IntelCore2Duo_DDR2667_2GB,1.6,X86_64,8,64,1,32,2,64,1,512,0,0,0,0,2,DDR2,667,1,40000,33472.68,2048
ceptraining_student,IntelCore2Duo_DDR2667_2GB,1.6,X86_64,8,64,1,32,2,64,1,512,0,0,0,0,2,DDR2,667,2,40000,13442.84,2048
ceptraining_student,IntelCore2Duo_DDR2667_2GB,1.6,X86_64,8,64,1,32,2,64,1,512,0,0,0,0,2,DDR2,667,3,40000,13031.44,2048
ceptraining_student,IntelCore2Duo_DDR2667_2GB,1.6,X86_64,8,64,1,32,2,64,1,512,0,0,0,0,2,DDR2,667,4,40000,11377.76,2048
ceptraining_student,IntelCore2Duo_DDR2667_2GB,1.6,X86_64,8,64,1,32,2,64,1,512,0,0,0,0,2,DDR2,667,5,40000,11508.64,2048
ceptraining_student,IntelCore2Duo_DDR2667_2GB,1.6,X86_64,8,64,1,32,2,64,1,512,0,0,0,0,2,DDR2,667,6,40000,11411.8,2048
ceptraining_student,IntelCore2Duo_DDR2667_2GB,1.6,X86_64,8,64,1,32,2,64,1,512,0,0,0,0,2,DDR2,667,7,40000,11306.24,2048
ceptraining_student,IntelCore2Duo_DDR2667_2GB,1.6,X86_64,8,64,1,32,2,64,1,512,0,0,0,0,2,DDR2,667,8,40000,11208.12,2048
ceptraining_instructor,IntelCorei54460_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,1,40000,33472.68,2048
ceptraining_instructor,IntelCorei54460_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,2,40000,13442.84,2048
ceptraining_instructor,IntelCorei54460_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,3,40000,13031.44,2048
ceptraining_instructor,IntelCorei54460_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,40000,11377.76,2048
ceptraining_instructor,IntelCorei54460_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,5,40000,11508.64,2048
ceptraining_instructor,IntelCorei54460_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,6,40000,11411.8,2048
ceptraining_instructor,IntelCorei54460_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,7,40000,11306.24,2048
ceptraining_instructor,IntelCorei54460_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,8,40000,11208.12,2048
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,1,40000,33472.68,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,2,40000,13442.84,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,3,40000,13031.44,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,4,40000,11377.76,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,5,40000,11508.64,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,6,40000,11411.8,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,7,40000,11306.24,4096
akm_laptop,IntelCorei56500_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,8,40000,11208.12,4096
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,1,40000,25326.72,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,2,40000,20468.04,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,3,40000,18689.56,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,4,40000,18500.28,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,5,40000,17326.24,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,6,40000,16728.2,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,7,40000,15924.04,32768
hpcserver1010071130,IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,8,40000,16393.44,32768
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,1,40000,33472.68,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,2,40000,13442.84,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,3,40000,13031.44,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,4,40000,11377.76,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,5,40000,11508.64,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,6,40000,11411.8,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,7,40000,11306.24,4096
lab007068,IntelCorei56500_DDR42133_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2133,8,40000,11208.12,4096
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,1,40000,33472.68,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,2,40000,13442.84,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,3,40000,13031.44,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,4,40000,11377.76,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,5,40000,11508.64,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,6,40000,11411.8,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,7,40000,11306.24,1024
lab00801,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR3,1600,8,40000,11208.12,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,1,40000,33472.68,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,2,40000,13442.84,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,3,40000,13031.44,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,4,40000,11377.76,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,5,40000,11508.64,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,6,40000,11411.8,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,7,40000,11306.24,1024
lab102,IntelCorei53470_DDR31600_4GB,3.4,X86_64,16,64,1,32,16,64,1,256,48,64,4,6144,4,DDR3,1600,8,40000,11208.12,1024
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,1,40000,33472.68,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,2,40000,13442.84,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,3,40000,13031.44,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,4,40000,11377.76,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,5,40000,11508.64,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,6,40000,11411.8,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,7,40000,11306.24,4096
akm_laptop,IntelCorei76500U_DDR31600_8GB,3,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,8,40000,11208.12,4096
